Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Population, total",SP.POP.TOTL,Monaco,MCO,32465,32444,32386,32316,32236,32141,32011,31823,31862,32401,33178,33945,34700,35425,36110,36760,37071,37044,37029,37034,36922
"Population, total",SP.POP.TOTL,Mongolia,MNG,2450979,2472601,2494617,2516454,2537949,2559255,2581242,2605643,2633887,2666713,2702520,2743938,2792349,2845153,2902823,2964749,3029555,3096030,3163991,3232430,3294335
"Population, total",SP.POP.TOTL,Montenegro,MNE,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622373,622227,622028,621306
"Population, total",SP.POP.TOTL,Morocco,MAR,28554415,28930097,29301817,29661270,30033125,30431902,30833022,31232633,31634992,32042877,32464865,32903699,33352169,33803527,34248603,34680458,35107264,35528115,35927511,36304408,36688772
"Population, total",SP.POP.TOTL,Mozambique,MOZ,17768505,18220716,18694946,19186754,19694411,20211114,20735982,21280513,21845571,22436660,23073723,23760421,24487611,25251731,26038704,26843246,27696493,28569441,29423878,30285595,31178239
"Population, total",SP.POP.TOTL,Myanmar,MMR,45538332,46014826,46480230,46924293,47338446,47724471,48088274,48445647,48729486,49015836,49390988,49794522,50218185,50648334,51072436,51483949,51892349,52288341,52666014,53040212,53423198
"Population, total",SP.POP.TOTL,Namibia,NAM,1819141,1856402,1888525,1915425,1939406,1962865,1986558,2011492,2038552,2067919,2099271,2132340,2167470,2204510,2243001,2282704,2323352,2364534,2405680,2446644,2489098
"Population, total",SP.POP.TOTL,Nauru,NRU,10377,10363,10351,10344,10335,10318,10294,10267,10243,10233,10241,10283,10444,10694,10940,11185,11437,11682,11924,12132,12315
"Population, total",SP.POP.TOTL,Nepal,NPL,24559500,24956071,25332178,25682908,26003965,26285110,26518971,26713655,26881544,27026941,27161567,27266399,27330694,27381555,27462106,27610325,27861186,28183426,28506712,28832496,29348627
"Population, total",SP.POP.TOTL,Netherlands,NLD,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500
"Population, total",SP.POP.TOTL,New Caledonia,NCL,213230,217324,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000,263650,268050,269460,270220,270810,271170,271240,271080
"Population, total",SP.POP.TOTL,New Zealand,NZL,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4979200,5090200
"Population, total",SP.POP.TOTL,Nicaragua,NIC,5123222,5192764,5259006,5323062,5386223,5454678,5529811,5607453,5687744,5770639,5855734,5942553,6030607,6119379,6208676,6298598,6389235,6480532,6572233,6663924,6755895
"Population, total",SP.POP.TOTL,Niger,NER,11622665,12031430,12456517,12900790,13366885,13855221,14365168,14897873,15455175,16037915,16647543,17283112,17954407,18653199,19372014,20128124,20921743,21737922,22577058,23443393,24333639
"Population, total",SP.POP.TOTL,Nigeria,NGA,122851984,126152678,129583026,133119801,136756848,140490722,144329764,148294028,152382506,156595758,160952853,165463745,170075932,174726123,179379016,183995785,188666931,193495907,198387623,203304492,208327405
"Population, total",SP.POP.TOTL,North Macedonia,MKD,2026350,2034882,2020157,2026773,2032544,2036855,2040228,2043559,2046898,2050671,2055004,2058539,2061044,2064032,2067471,2070226,2072490,2074502,2076217,2076694,2072531
"Population, total",SP.POP.TOTL,Northern Mariana Islands,MNP,80338,79479,77162,74623,71898,69025,66060,63050,60032,57056,54087,52520,52359,52141,51856,51514,51133,50729,50304,49858,49587
"Population, total",SP.POP.TOTL,Norway,NOR,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,5379475
"Population, total",SP.POP.TOTL,Oman,OMN,2344253,2374653,2403659,2431600,2468855,2515192,2560649,2605700,2651028,2697537,2881914,3206870,3535579,3816680,4009267,4191776,4398070,4541854,4601157,4602768,4543399
"Population, total",SP.POP.TOTL,Pakistan,PAK,154369924,159217727,163262807,166876680,170648620,174372098,178069984,181924521,185931955,190123222,194454498,198602738,202205861,205337562,208251628,210969298,213524840,216379655,219731479,223293280,227196741
"Population, total",SP.POP.TOTL,Palau,PLW,19726,19828,19851,19880,19907,19831,19619,19366,19102,18826,18540,18240,17946,17805,17796,17794,17816,17837,17864,17916,17972
"Population, total",SP.POP.TOTL,Panama,PAN,3001731,3061024,3120990,3181608,3243311,3305868,3368573,3431614,3495276,3559343,3623617,3688674,3754862,3821556,3888793,3957099,4026336,4096063,4165255,4232532,4294396
"Population, total",SP.POP.TOTL,Papua New Guinea,PNG,5508297,5698489,5892596,6090980,6293166,6498818,6708217,6921066,7137988,7358890,7583269,7806637,8026545,8245627,8464153,8682174,8899169,9114796,9329227,9542486,9749640
"Population, total",SP.POP.TOTL,Paraguay,PRY,5123819,5211541,5286512,5353254,5416324,5476878,5534675,5590145,5645148,5702574,5768613,5843939,5923322,6005652,6090721,6177950,6266615,6355404,6443328,6530026,6618695
"Population, total",SP.POP.TOTL,Peru,PER,26654439,27014909,27334503,27623341,27893911,28147267,28381078,28600387,28806185,29009326,29229572,29477721,29749589,30038809,30353951,30711863,31132779,31605486,32203944,32824861,33304756
"Population, total",SP.POP.TOTL,Philippines,PHL,77958223,79626086,81285572,82942837,84607501,86261250,87901835,89561377,91252326,92946951,94636700,96337913,98032317,99700107,101325201,103031365,104875266,106738501,108568836,110380804,112190977
"Population, total",SP.POP.TOTL,Poland,POL,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475,37899070
"Population, total",SP.POP.TOTL,Portugal,PRT,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263,10297081
"Population, total",SP.POP.TOTL,Puerto Rico,PRI,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473232,3406672,3325286,3193354,3193694,3281557
"Population, total",SP.POP.TOTL,Qatar,QAT,645937,678831,713186,748525,777943,848710,1015060,1231893,1444277,1610274,1713504,1804171,1905660,2035501,2214465,2414573,2595166,2711755,2766732,2807235,2760385
"Population, total",SP.POP.TOTL,Romania,ROU,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19265250
"Population, total",SP.POP.TOTL,Russian Federation,RUS,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721,143506995,143819667,144096870,144342397,144496739,144477859,144406261,144073139
"Population, total",SP.POP.TOTL,Rwanda,RWA,8109989,8223941,8372306,8567992,8791853,9026299,9270066,9523168,9781996,10043737,10309031,10576932,10840334,11101350,11368451,11642959,11930899,12230339,12531808,12835028,13146362
"Population, total",SP.POP.TOTL,Samoa,WSM,184008,185530,186630,187440,188073,188626,189379,190478,191787,193176,194672,196351,198124,199939,201757,203571,205544,207630,209701,211905,214929
"Population, total",SP.POP.TOTL,San Marino,SMR,26823,27335,27969,28601,29093,29508,29959,30372,30700,31059,31608,32495,33132,33285,33389,33570,33834,34056,34156,34178,34007
"Population, total",SP.POP.TOTL,Sao Tome and Principe,STP,143714,146258,149841,153762,157697,161680,165725,169845,174004,178128,182138,186044,189924,193757,197497,201124,204632,208036,211344,214599,218641
"Population, total",SP.POP.TOTL,Saudi Arabia,SAU,21547390,22085929,22623415,23150847,23661808,24397644,25382870,26400068,27437353,28483797,29411929,30150945,30821543,31482498,32125564,32749848,33416270,34193122,35018133,35827362,35997107
"Population, total",SP.POP.TOTL,Senegal,SEN,9704287,9938027,10180950,10434504,10698691,10974057,11263387,11563869,11872929,12195029,12530121,12875880,13231833,13595566,13970308,14356181,14751356,15157793,15574909,16000781,16436120
"Population, total",SP.POP.TOTL,Serbia,SRB,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,6945235,6899126
"Population, total",SP.POP.TOTL,Seychelles,SYC,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462
"Population, total",SP.POP.TOTL,Sierra Leone,SLE,4584067,4857096,5140113,5350907,5533329,5683334,5809774,5939163,6090860,6259842,6436698,6612385,6788587,6964859,7140688,7314773,7493913,7677565,7861281,8046828,8233970
"Population, total",SP.POP.TOTL,Singapore,SGP,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807
"Population, total",SP.POP.TOTL,Sint Maarten (Dutch part),SXM,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40895,41608,42310
"Population, total",SP.POP.TOTL,Slovak Republic,SVK,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827
"Population, total",SP.POP.TOTL,Slovenia,SVN,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385,2102419
"Population, total",SP.POP.TOTL,Solomon Islands,SLB,429978,440395,450760,461216,471785,482486,493430,504619,516001,527833,540394,553721,567763,582365,597375,612660,628102,643634,659249,674993,691191
"Population, total",SP.POP.TOTL,Somalia,SOM,8721465,9070747,9411103,9758281,10117354,10467292,10784973,11118092,11444870,11730037,12026649,12216837,12440326,12852485,13309235,13763906,14292847,14864221,15411094,15981300,16537016
"Population, total",SP.POP.TOTL,South Africa,ZAF,46813266,47229714,47661514,48104048,48556071,49017147,49491756,49996094,50565812,51170779,51784921,52443325,53145033,53873616,54729551,55876504,56422274,56641209,57339635,58087055,58801927
"Population, total",SP.POP.TOTL,South Sudan,SSD,6114440,6394431,6686100,6992367,7317118,7662654,8029517,8417823,8823888,9229227,9714419,10243050,10701604,11106031,11213284,11194299,11066105,10658226,10395329,10447666,10606227
"Population, total",SP.POP.TOTL,Spain,ESP,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47134837,47365655
"Population, total",SP.POP.TOTL,Sri Lanka,LKA,18776371,18920275,19110707,19303180,19490431,19673866,19870706,20078655,20285643,20482477,20668557,20859743,21017147,21131756,21239457,21336697,21425494,21506813,21670000,21803000,21919000
"Population, total",SP.POP.TOTL,St. Kitts and Nevis,KNA,45461,45986,46264,46431,46580,46725,46874,47015,47156,47286,47403,47581,47727,47767,47789,47790,47788,47785,47761,47712,47642
"Population, total",SP.POP.TOTL,St. Lucia,LCA,159500,160594,161799,163047,164239,165386,166470,167518,168576,169688,170935,172145,173124,173978,174804,175623,176413,177163,177888,178583,179237
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,29610,30387,31160,31929,32697,33452,34183,34887,35541,36132,36458,36350,36026,35639,35261,35020,34811,34496,33852,33121,32553
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,113813,113641,113450,113108,112608,112043,111427,110824,110316,109840,109308,108703,108083,107450,106912,106482,105963,105549,105281,104924,104632
"Population, total",SP.POP.TOTL,Sudan,SDN,26298773,26947253,27570318,28188977,28831550,29540577,30332968,31191163,32065241,32948155,33739933,34419624,35159792,35990704,37003245,38171178,39377169,40679828,41999059,43232093,44440486
"Population, total",SP.POP.TOTL,Suriname,SUR,478998,487394,495666,503780,510572,516220,522023,527946,533938,539987,546080,552146,558111,563947,569682,575475,581453,587559,593715,600301,607065
"Population, total",SP.POP.TOTL,Sweden,SWE,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10278887,10353442
"Population, total",SP.POP.TOTL,Switzerland,CHE,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8575280,8638167
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,16307654,16727948,17164021,17611356,18084007,18583557,19432009,20703005,21474059,21827220,22337563,22730733,22605577,21495821,20072232,19205178,18964252,18983373,19333463,20098251,20772595
"Population, total",SP.POP.TOTL,Tajikistan,TJK,6272998,6408810,6541755,6672492,6801204,6929145,7057417,7188391,7324627,7468596,7621779,7784819,7956382,8136610,8326348,8524063,8725318,8925525,9128132,9337003,9543207
"Population, total",SP.POP.TOTL,Tanzania,TZA,34463704,35414469,36353531,37333918,38360879,39439505,40562052,41716497,42870884,43957933,45110527,46416031,47786137,49253643,50814552,52542823,54401802,56267032,58090443,59872579,61704518
"Population, total",SP.POP.TOTL,Thailand,THA,63066603,63649892,64222580,64776956,65311166,65821360,66319525,66826754,67328239,67813654,68270489,68712846,69157023,69578602,69960943,70294397,70607037,70898202,71127802,71307763,71475664
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,878360,893001,909639,926721,945989,969313,994564,1019362,1043076,1065540,1088486,1112976,1137676,1161555,1184830,1205813,1224562,1243235,1261845,1280438,1299995
"Population, total",SP.POP.TOTL,Togo,TGO,5008035,5145426,5281538,5421001,5565218,5711597,5874240,6047537,6222482,6398624,6571855,6748672,6926635,7106229,7288383,7473229,7661354,7852795,8046679,8243094,8442580
"Population, total",SP.POP.TOTL,Tonga,TON,102603,103210,103804,104410,105036,105633,106190,106638,106932,107144,107383,107611,107502,107089,106626,106122,105707,105415,105150,104951,105254
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1332203,1338567,1345964,1353548,1361172,1369075,1376919,1384861,1392803,1401191,1410296,1420020,1430377,1440729,1450661,1460177,1469330,1478607,1504709,1519955,1518147
"Population, total",SP.POP.TOTL,Tunisia,TUN,9893316,9995123,10094561,10193798,10292225,10388344,10483558,10580395,10680380,10784504,10895063,11032528,11174383,11300284,11428948,11557779,11685667,11811443,11933041,12049314,12161723
"Population, total",SP.POP.TOTL,Turkiye,TUR,64113547,65072018,65988663,66867327,67785075,68704715,69601333,70158112,71051678,72039206,73142150,74223629,75175827,76147624,77181884,78218479,79277962,80312698,81407204,82579440,83384680
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,4569132,4635094,4698968,4758988,4819792,4885775,4954029,5024894,5100083,5180957,5267970,5360811,5458682,5560095,5663152,5766431,5868561,5968383,6065066,6158420,6250438
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,18744,19578,20598,21739,22869,23995,25128,26268,27422,28581,29726,30816,32081,33594,34985,36538,38246,39844,41487,43080,44276
"Population, total",SP.POP.TOTL,Tuvalu,TUV,9638,9621,9609,9668,9791,9912,10030,10149,10272,10408,10550,10700,10854,10918,10899,10877,10852,10828,10865,10956,11069
"Population, total",SP.POP.TOTL,Uganda,UGA,24020697,24763325,25545090,26354736,27146084,27946588,28773227,29629804,30509862,31412520,32341728,33295738,34273295,35273570,36336539,37477356,38748299,40127085,41515395,42949080,44404611
"Population, total",SP.POP.TOTL,Ukraine,UKR,49176500,48662400,48202470,47812949,47451626,47105171,46787786,46509355,46258189,46053331,45870741,45706086,45593342,45489648,45272155,45154036,45004673,44831135,44622518,44386203,44132049
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,3275333,3454198,3633655,3813443,3993339,4280993,4898954,5872624,6988685,7992644,8481771,8575205,8664969,8751847,8835951,8916899,8994263,9068296,9140169,9211657,9287289
"Population, total",SP.POP.TOTL,United Kingdom,GBR,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66836327,67081234
"Population, total",SP.POP.TOTL,United States,USA,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,331511512
"Population, total",SP.POP.TOTL,Uruguay,URY,3292224,3300939,3306441,3310202,3313801,3317665,3322282,3328651,3336126,3344156,3352651,3361637,3371133,3381180,3391662,3402818,3413766,3422200,3427042,3428409,3429086
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050
"Population, total",SP.POP.TOTL,Vanuatu,VUT,192074,197034,202125,207258,212422,217632,222923,228345,233952,239689,245453,251294,257313,263534,269927,276438,283218,290239,297298,304404,311685
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,24427729,24880203,25330929,25782029,26226927,26668785,27102081,27525097,27933833,28327892,28715022,29096159,29470426,29838021,30193258,30529716,30741464,30563433,29825653,28971683,28490453
"Population, total",SP.POP.TOTL,Viet Nam,VNM,79001142,79817777,80642308,81475825,82311227,83142095,83951800,84762269,85597241,86482923,87411012,88349117,89301326,90267739,91235504,92191398,93126529,94033048,94914330,95776716,96648685
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,108642,108549,108509,108505,108466,108453,108369,108337,108397,108404,108357,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,18628700,19143457,19660653,20188799,20733406,21320671,21966298,22641538,23329004,24029589,24743946,25475610,26223391,26984002,27753304,28516545,29274002,30034389,30790513,31546691,32284046
"Population, total",SP.POP.TOTL,Zambia,ZMB,9891136,10191964,10508294,10837973,11188040,11564870,11971567,12402073,12852966,13318087,13792086,14265814,14744658,15234976,15737793,16248230,16767761,17298054,17835893,18380477,18927715
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,11834676,11910978,11984644,12075828,12160881,12224753,12330490,12450568,12550347,12679810,12839771,13025785,13265331,13555422,13855753,14154937,14452704,14751101,15052184,15354608,15669666
CO2 emissions (kt),EN.ATM.CO2E.KT,Afghanistan,AFG,1078.12,1088.638,1403.03,1653.207,1292.307,1961.711,2283.68,2847.81,4375.64,6558.97,8576.15,11961.89,10208.13,9402.05,9281.34,10057.59,9294.93,10022.78,10972.38,11238.83,8709.47
CO2 emissions (kt),EN.ATM.CO2E.KT,Albania,ALB,3186.54,3234.2,3761.9,4137.4,4322.3,4095.9,4081.8,4258.4,4209.5,4368.2,4785.4,5136.7,4541.8,4795.4,5188,4797,4573.2,5403.7,5316.1,4993.3,4383.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Algeria,DZA,80046.8,78645.5,82404.3,88188.9,89492.7,94187.8,99808.7,102750.2,107745.5,112172.2,114179.4,120784.9,134934.2,139024.1,147735.2,156273,154654.3,157704.4,164534.1,170582.4,161563
CO2 emissions (kt),EN.ATM.CO2E.KT,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Andorra,AND,523.952,523.952,531.28,534.944,560.592,575.248,545.936,538.608,538.608,516.624,516.624,490.976,487.312,476.32,461.664,465.328,468.992,465.328,494.64,479.984,448.884399
CO2 emissions (kt),EN.ATM.CO2E.KT,Angola,AGO,16204.16,15955.9,15689.5,16764.8,17453.6,15811.2,16558.6,16966.4,19275.3,21145,22801.5,23865.8,23868,26958.7,29610.5,31648.9,29520.7,25064.8,23637.4,24382.9,19814.5
CO2 emissions (kt),EN.ATM.CO2E.KT,Antigua and Barbuda,ATG,312.5,321.9,335.1,360.7,367.4,376.7,398,419.2,428.1,453.6,465.8,456.1,469.9,472.9,476.6,490.2,500.5,500.1,508.6,509,474.6
CO2 emissions (kt),EN.ATM.CO2E.KT,Argentina,ARG,132265.5,125255.2,117462.1,127653.5,141376.4,145995.4,154917.5,162820.2,167231.8,156567.5,167226.3,176641.6,177955.3,183255.7,179600.7,185550,183158.7,179267.3,176894.6,168162,154535.9
CO2 emissions (kt),EN.ATM.CO2E.KT,Armenia,ARM,3561,3602,3118.7,3495.4,3763.8,4460.9,4489.2,5204.4,5685.5,4510.8,4336.6,4937.1,5716.5,5501.5,5479,5343.4,5066.7,5371.3,5712.2,6195.6,6746.6
CO2 emissions (kt),EN.ATM.CO2E.KT,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Australia,AUS,339422.8,345609.4,353315.8,352893.5,366141.6,368801.9,374104.4,384368.3,387570.3,393859.7,395993.2,394436.7,395690,388427.4,379267.2,385782.4,394803.6,397149.4,396059.9,395199.1,378996.8
CO2 emissions (kt),EN.ATM.CO2E.KT,Austria,AUT,63538.6,67914.4,69374.2,74467.9,75802.1,76242.4,74104.4,71248,70734.7,64420.7,69965.1,68276,65112,65752.7,62054.5,63254.7,63697.1,65867.7,63131.4,64497.8,59142.4
CO2 emissions (kt),EN.ATM.CO2E.KT,Azerbaijan,AZE,27687.2,26397.2,26177.6,28569.4,28311.9,30043.4,30488.4,27627.7,30447.6,25495.8,24311.9,27282.1,30110.6,30939.6,32243.4,31773.3,32239.4,31957,32728.1,35521,34305
CO2 emissions (kt),EN.ATM.CO2E.KT,"Bahamas, The",BHS,2115.3,2034.5,2068.8,2116,2094.7,1955.6,1906.6,1931.7,1981.2,2008.5,1979.4,2183,2394.3,2805.4,2518.9,2207.4,2040.7,2170.2,2795.4,2622.7,2456
CO2 emissions (kt),EN.ATM.CO2E.KT,Bahrain,BHR,15876.5,16386.32,17221.48,17944.11,17927.3,20693.7,22485.4,23001,24762.2,24717.1,25965.7,26017.6,27174.2,28853,30282.7,30492.4,30301.1,30514.9,30844.4,32966.8,32470.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Bangladesh,BGD,20686.7,25634.5,27284.2,28629.8,30527.5,32710.8,35902.8,37992.3,41580.8,44750,50487.6,54309.9,58985.2,62965.7,66313.1,73156.9,81128.9,87658,95944.6,92645,85493.1
CO2 emissions (kt),EN.ATM.CO2E.KT,Barbados,BRB,1188.1,1216.8,1206.3,1249.9,1280.2,1326.1,1347.6,1367,1619,1599.7,1481.5,1516.25,1467.62,1439.47,1282.07,1269.57,1290.77,1179.97,1270.17,1167.27,1096.07
CO2 emissions (kt),EN.ATM.CO2E.KT,Belarus,BLR,52967.5,51720.2,51752.9,52525.9,55753.4,56464.6,58794.1,57326.9,60231.7,57177.3,61443.7,58325.8,59738.3,59891.2,59431.8,54871.3,55201.4,56247,59271.6,57681.2,54801.5
CO2 emissions (kt),EN.ATM.CO2E.KT,Belgium,BEL,117274.6,118339.8,110850.2,115502.1,113350.8,110960.2,108081.5,103905.8,106715.4,99904.4,106872.8,96488.2,95275.6,96550.6,90362.4,95096,94171.6,92587.4,93523.2,92989.4,85364.1
CO2 emissions (kt),EN.ATM.CO2E.KT,Belize,BLZ,425.2,481.4,449.7,450.2,409.6,435.3,461.2,491.6,450.9,532,531.2,573.4,465.3,457.4,483.7,675.1,651.3,643.1,630,736.2,687.6
CO2 emissions (kt),EN.ATM.CO2E.KT,Benin,BEN,1424.5,1735.1,2177.3,2443.2,2646.4,2899.6,3471.4,3998.2,4017.6,4417.2,4825.1,4652.6,4444.7,4676.4,5186.1,5505.6,6739,6876.2,7604,7475.5,7980.4
CO2 emissions (kt),EN.ATM.CO2E.KT,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bhutan,BTN,388.84,379.31,411.52,377.73,313.51,395.42,397.5,398.71,422.62,396.83,493.18,744.2,833.9,908,1012.4,1042.1,1228.4,1309.5,1454.3,1433,1035.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Bolivia,BOL,8108.1,7812.9,8339.5,8878.7,9382.4,9883,10714.9,11907.5,12734.2,13570.4,14702.2,15991.7,16961,18123.9,19478.3,20002.9,21328.7,21628.2,21881.2,21828.8,18375.3
CO2 emissions (kt),EN.ATM.CO2E.KT,Bosnia and Herzegovina,BIH,13955.1,13763.7,14556,14871.4,15571.7,16225.4,17910.2,18888.5,20761.2,20589.7,20842.5,23738.2,21960.2,21847.8,19506.8,19629,22356.6,22692.7,22615.8,21124.3,20946.8
CO2 emissions (kt),EN.ATM.CO2E.KT,Botswana,BWA,4033.8,3865.6,4026.7,3915,3970.3,4278.6,4086.9,4319.8,4392.7,4186.58,3371.7,3883.337,3414.335,5421.539,6988.912,6949.712,6629.312,7337.512,8061.3875,7198.3,5763.687
CO2 emissions (kt),EN.ATM.CO2E.KT,Brazil,BRA,313670.8,319375.7,317756.5,310808.1,328517.3,331689.1,335624.6,352555.8,373633.1,350000.9,397931.1,418295.4,454232.9,486844.7,511618,485344.1,447077.3,455684.8,433838.8,434318,414138.8
CO2 emissions (kt),EN.ATM.CO2E.KT,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Brunei Darussalam,BRN,4717.9,4708.8,4620.1,5515.5,5103,4991.3,7520.8,7143.2,7912.5,7874.3,7170.8,7332.7,7299.5,7208.8,7080.3,6397.7,6968.5,7290.2,7540,7057.8,9588
CO2 emissions (kt),EN.ATM.CO2E.KT,Bulgaria,BGR,43421.1,46185.6,43599.9,47933.3,47265.7,47985.6,48954.8,52598.7,50039.3,42907.8,44740.6,49637.6,45023.1,39660.7,42054.4,44556.5,41586.7,43885.1,40898.2,39159.9,34138.1
CO2 emissions (kt),EN.ATM.CO2E.KT,Burkina Faso,BFA,1048.93,1024.23,1027.23,1102.48,1133.84,1151.29,1400.48,1682.82,1909.6,1930.1,2094.3,2200.4,2693,2947,2997,3801.8,3997.8,4625.2,5147.7,5646.5,5456.7
CO2 emissions (kt),EN.ATM.CO2E.KT,Burundi,BDI,262.6,210.2,218.1,171.2,159.6,161,191.6,192.1,198.7,198.1,323.3,359.3,364.2,366.4,364.8,366.8,442,529.1,664.9,707.4,713.466
CO2 emissions (kt),EN.ATM.CO2E.KT,Cabo Verde,CPV,305.8,358.5,392,419.1,416,451.5,518.7,460,475.7,510.6,540.7,566.8,525.6,502,496.4,499.9,542.9,584.7,594.7,617.2,620.6
CO2 emissions (kt),EN.ATM.CO2E.KT,Cambodia,KHM,1963,2152.6,2210.9,2378.2,2377.8,2657.5,2963,3660.73,4055.5,4745,5140.8,5363.7,5673.9,5737.6,6947.2,8432.6,11066.4,12660.5,13555.7,18093.2,18652.8
CO2 emissions (kt),EN.ATM.CO2E.KT,Cameroon,CMR,5209.1,5156.8,5133.3,5206,5122.6,5016.3,5091.7,6131.5,6393.5,7032.4,7014.4,6801.5,6866.7,7526.8,8222.8,8500.2,8974.7,9076,9749.7,9557.3,9928.4
